CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,PhoneNumber,CMS Region,Condition,Count,Footnote,Location,GeoLocation
15T100,ST. VINCENT EVANSVILLE,3700 WASHINGTON AVENUE,,EVANSVILLE,IN,47750,Vanderburgh,(812) 485-5614,5,Brain disease or condition (non-traumatic),less than 11,1,"3700 WASHINGTON AVENUE EVANSVILLE, IN 47750 (37.962408, -87.50554)","(39.766910452000445, -86.14996019399968)"
03T038,SCOTTSDALE HEALTHCARE,7400 E OSBORN ROAD,,SCOTTSDALE,AZ,85251,Maricopa,(480) 882-4000,9,Hip or femur fracture,29,,"7400 E OSBORN ROAD SCOTTSDALE, AZ 85251 (33.487639, -111.922725)","(34.865970280000454, -111.76381127699972)"
263033,"LANDMARK REHABILITATION HOSPITAL OF COLUMBIA, LLC","604 OLD N 63, SUITE 101",,COLUMBIA,MO,65201,Boone,(573) 499-6600,7,Hip or femur fracture,less than 11,1,,"(38.635790776000476, -92.56630005299968)"
673035,BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,,FORT WORTH,TX,76132,Tarrant,(214) 525-0619,6,Hip or femur fracture,42,,"6601 HARRIS PARKWAY FORT WORTH, TX 76132 (32.654187, -97.419369)","(31.827240407000488, -99.42677020599967)"
49T017,MARYVIEW CENTER FOR PHYSICAL REHABILITATION,3636 HIGH STREET,,PORTSMOUTH,VA,23707,Portsmouth City,(757) 398-4160,3,Spinal cord disease or condition (non-traumatic),less than 11,1,"3636 HIGH STREET PORTSMOUTH, VA 23707 (36.836211, -76.348365)","(37.54268067400045, -78.45789046299967)"
33T127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY S,,BRONX,NY,10461,Bronx,(718) 918-5545,2,Brain disease or condition (non-traumatic),less than 11,1,"1400 PELHAM PARKWAY S BRONX, NY 10461 (40.857455, -73.84721)","(42.82700103200045, -75.54397042699964)"
193093,LAFAYETTE PHYSICAL REHABILITATION HOSPITAL,307 POLLY LANE,,LAFAYETTE,LA,70508,Lafayette,(337) 314-1111,6,Brain injury (traumatic),14,,"307 POLLY LANE LAFAYETTE, LA 70508 (30.174026, -92.024017)","(31.31266064400046, -92.44568007099969)"
673027,CENTRAL TEXAS REHABILITATION HOSPITAL,700 W 45TH ST,,AUSTIN,TX,78705,Travis,(512) 407-2101,6,Spinal cord disease or condition (non-traumatic),37,,"700 W 45TH ST AUSTIN, TX 78705 (30.31172, -97.734534)","(31.827240407000488, -99.42677020599967)"
493025,SHELTERING ARMS HOSPITAL,8254 ATLEE ROAD,,MECHANICSVILLE,VA,23116,Hanover,(804) 342-4320,3,Nervous system disorder (excluding stroke),78,,"8254 ATLEE ROAD MECHANICSVILLE, VA 23116 (37.629005, -77.388219)","(37.54268067400045, -78.45789046299967)"
45T352,HUNT MEMORIAL HOSPITAL DISTRIC,4215 JOE RAMSEY BLVD,,GREENVILLE,TX,75401,Hunt,(903) 408-1740,6,Brain injury (traumatic),13,,,"(31.827240407000488, -99.42677020599967)"
45T236,CHRISTUS MOTHER FRANCES HOSPITAL- SULPHUR SPRINGS,115 AIRPORT ROAD,,SULPHUR SPRINGS,TX,75482,Hopkins,(903) 438-4569,6,Nervous system disorder (excluding stroke),less than 11,1,"115 AIRPORT ROAD SULPHUR SPRINGS, TX 75482 (33.15622, -95.599648)","(31.827240407000488, -99.42677020599967)"
26T180,CHRISTIAN HOSPITAL/BJC HEALTHCARE,11133 DUNN ROAD,,ST LOUIS,MO,63136,St. Louis,(314) 653-5307,7,Hip or femur fracture,12,,"11133 DUNN ROAD ST LOUIS, MO 63136 (38.775759, -90.239054)","(38.635790776000476, -92.56630005299968)"
26T077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,,ST. LOUIS,MO,63128,St. Louis,(314) 467-2498,7,Spinal cord disease or condition (non-traumatic),29,,"10010 KENNERLY ROAD ST. LOUIS, MO 63128 (38.509739, -90.37775)","(38.635790776000476, -92.56630005299968)"
37T056,COMANCHE COUNTY HOSPITAL AUTHORITY,3401 W. GORE BLVD.,,LAWTON,OK,73505,Comanche,(580) 355-8620,6,"Hip or knee replacement, amputation or other bone or joint condition",33,,"3401 W. GORE BLVD. LAWTON, OK 73505 (34.608969, -98.434497)","(35.47203135600046, -97.52107021399968)"
05T573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,,RANCHO MIRAGE,CA,92270,Riverside,(760) 773-1308,9,Spinal cord injury (traumatic),less than 11,1,"39-000 BOB HOPE DRIVE RANCHO MIRAGE, CA 92270 (33.764852, -116.408085)","(37.63864012300047, -120.99999953799971)"
30T011,ST JOSEPH HOSPITAL IR CENTER,172 KINSLEY ST,,NASHUA,NH,3060,Hillsboro,(603) 882-3000,1,Hip or femur fracture,76,,"172 KINSLEY ST NASHUA, NH 03060 (42.750441, -71.479886)","(43.65595011300047, -71.50036091999965)"
50T001,NORTHWEST HOSPITAL CENTER,1550 N 115TH ST,,SEATTLE,WA,98133,King,(206) 368-1794,10,Nervous system disorder (excluding stroke),Not Available,2,"1550 N 115TH ST SEATTLE, WA 98133 (47.712263, -122.335936)","(47.52227862900048, -120.47001078999972)"
05T152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,,SAN FRANCISCO,CA,94109,San Francisco,(415) 353-6764,9,Hip or femur fracture,12,,"900 HYDE ST SAN FRANCISCO, CA 94109 (37.789561, -122.417112)","(37.63864012300047, -120.99999953799971)"
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Spinal cord injury (traumatic),Not Available,2,"2000 PEPPERELL PARKWAY. OPELIKA, AL 36801 (32.638055, -85.404003)","(32.84057112200048, -86.63186076199969)"
39T058,UPMC PINNACLE CARLISLE,361 ALEXANDER SPRING ROAD,,CARLISLE,PA,17013,Cumberland,(717) 960-3511,3,Nervous system disorder (excluding stroke),14,,"361 ALEXANDER SPRING ROAD CARLISLE, PA 17013 (40.184767, -77.223007)","(40.79373015200048, -77.86070029399963)"
18T029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,,HAZARD,KY,41701,Perry,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic),Not Available,2,"100 MEDICAL CENTER DRIVE HAZARD, KY 41701 (37.279027, -83.227413)","(37.645970271000465, -84.77497104799966)"
50R337,LOURDES MEDICAL CENTER,520 N 4TH AVE,,PASCO,WA,99302,Franklin,(509) 542-3021,10,Spinal cord injury (traumatic),Not Available,2,"520 N 4TH AVE PASCO, WA 99302 (46.235026, -119.094436)","(47.52227862900048, -120.47001078999972)"
173032,REHABILITATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,,OVERLAND PARK,KS,66207,Johnson,(913) 544-1957,7,Spinal cord injury (traumatic),less than 11,1,"5100 INDIAN CREEK PARKWAY OVERLAND PARK, KS 66207 (38.935281, -94.643698)","(38.34774030000045, -98.20078122699965)"
32T002,ST VINCENT HOSPITAL,455 ST MICHAELS DRIVE,,SANTA FE,NM,87505,Santa Fe,(505) 913-5392,6,All other conditions,53,,"455 ST MICHAELS DRIVE SANTA FE, NM 87505 (35.657789, -105.946946)","(34.52088095200048, -106.24058098499967)"
36T174,UPPER VALLEY MEDICAL CENTER,3130 N 25A,,TROY,OH,45373,Miami,(937) 440-4855,5,Spinal cord disease or condition (non-traumatic),less than 11,1,"3130 N 25A TROY, OH 45373 (40.087789, -84.223537)","(40.06021014100048, -82.40426005599966)"
39T194,NEXT STEP ACUTE REHABILITATION,211 N 12TH STREET,,LEHIGHTON,PA,18235,Carbon,(502) 596-6346,3,Spinal cord disease or condition (non-traumatic),less than 11,1,"211 N 12TH STREET LEHIGHTON, PA 18235 (40.832535, -75.726801)","(40.79373015200048, -77.86070029399963)"
04T041,S. MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,,RUSSELLVILLE,AR,72801,Pope,(502) 596-6346,6,Spinal cord injury (traumatic),less than 11,1,"1808 WEST MAIN STREET RUSSELLVILLE, AR 72801 (35.28286, -93.149908)","(34.74865012400045, -92.27449074299966)"
31T108,JFK JOHNSON REHAB INSTITUTE,65 JAMES STREET,,EDISON,NJ,8820,Middlesex,(732) 321-7000,2,All other conditions,223,,"65 JAMES STREET EDISON, NJ 08820 (40.55787, -74.349499)","(40.13057004800049, -74.27369128799967)"
05T026,GROSSMONT HOSPITAL SHARP,5555 GROSSMONT CENTER DRIVE,,LA MESA,CA,91942,San Diego,(858) 939-3152,9,Hip or femur fracture,less than 11,1,"5555 GROSSMONT CENTER DRIVE LA MESA, CA 91942 (32.779435, -117.009178)","(37.63864012300047, -120.99999953799971)"
443035,HEALTHSOUTH REHABILITATION HOSPITAL OF FRANKLIN,1000 PHYSICIANS WAY,,FRANKLIN,TN,37067,Williamson,(615) 721-4000,4,"Hip or knee replacement, amputation or other bone or joint condition",119,,"1000 PHYSICIANS WAY FRANKLIN, TN 37067 (35.919536, -86.818552)","(35.68094058000048, -85.77449091399967)"
39T156,MERCY FITZGERALD HOSPITAL,INPATIENT REHABILITATION UNIT,,DARBY,PA,19023,Delaware,(610) 237-2766,3,Hip or femur fracture,less than 11,1,,"(40.79373015200048, -77.86070029399963)"
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,5,Spinal cord injury (traumatic),less than 11,1,"701 W NORTH AVE MELROSE PARK, IL 60160 (41.908342, -87.841101)","(40.48501028300046, -88.99771017799969)"
24T064,GRAND ITASCA CLINIC HOSPITAL,1601 GOLF COURSE RD,,GRAND RAPIDS,MN,55744,Itasca,(218) 999-1573,5,Brain disease or condition (non-traumatic),Not Available,2,"1601 GOLF COURSE RD GRAND RAPIDS, MN 55744 (47.221039, -93.554716)","(46.35564873600049, -94.79420050299967)"
36T009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVE.,,LIMA,OH,45804,Allen,(419) 998-4542,5,Spinal cord injury (traumatic),less than 11,1,"1001 BELLEFONTAINE AVE. LIMA, OH 45804 (40.735602, -84.087713)","(40.06021014100048, -82.40426005599966)"
15T115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,,JASPER,IN,47546,Dubois,(812) 996-2345,5,Hip or femur fracture,less than 11,1,"800 W 9TH ST JASPER, IN 47546 (38.393743, -86.941281)","(39.766910452000445, -86.14996019399968)"
33T285,UNIV OF ROCHESTER MEDICAL CTR,601 ELMWOOD AVE,BOX 664,ROCHESTER,NY,14642,Monroe,(585) 276-3015,2,Spinal cord injury (traumatic),less than 11,1,"601 ELMWOOD AVE ROCHESTER, NY 14642 (43.124394, -77.623692)","(42.82700103200045, -75.54397042699964)"
38T017,LEGACY GOOD SAMARITAN HOSP ; MED CTR,1015 NW 22ND AVENUE,LEGACY GOOD SAMARITAN MED CTR,PORTLAND,OR,97210,Multnomah,(503) 413-6477,10,Nervous system disorder (excluding stroke),less than 11,1,"1015 NW 22ND AVENUE PORTLAND, OR 97210 (45.530551, -122.696589)","(44.56744942400047, -120.15503132599969)"
26T095,CENTERPOINT MEDICAL CENTER,1960 E 39TH ST S,,INDEPENDENCE,MO,64057,Jackson,(816) 698-7470,7,Spinal cord disease or condition (non-traumatic),less than 11,1,,"(38.635790776000476, -92.56630005299968)"
52T088,ST AGNES HOSPITAL,430 E DIVISION ST,,FOND DU LAC,WI,54935,Fond du Lac,(920) 926-4762,5,"Hip or knee replacement, amputation or other bone or joint condition",less than 11,1,"430 E DIVISION ST FOND DU LAC, WI 54935 (43.778691, -88.431179)","(44.39319117400049, -89.81637074199966)"
36T070,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER,,CANTON,OH,44708,Stark,(330) 489-1000,5,Hip or femur fracture,38,,,"(40.06021014100048, -82.40426005599966)"
14T209,UNITYPOINT HEALTH METHODIST/PROCTOR,221 NE GLEN OAK AVE,,PEORIA,IL,61636,Peoria,(309) 671-8263,5,Spinal cord disease or condition (non-traumatic),12,,"221 NE GLEN OAK AVE PEORIA, IL 61636 (40.700181, -89.5946)","(40.48501028300046, -88.99771017799969)"
47T003,THE UNIVERSITY OF VERMONT MEDICAL CENTER INPATIENT,FANNY ALLEN CAMPUS,790 COLLEGE PARKWAY,COLCHESTER,VT,5446,Chittenden,(802) 847-5732,1,Stroke,141,,,"(43.62538123900049, -72.51764079099962)"
05T396,COTTAGE REHABILITATION HOSPITAL,PO BOX 689,,SANTA BARBARA,CA,93105,Santa Barbara,(805) 569-7395,9,Brain injury (traumatic),42,,,"(37.63864012300047, -120.99999953799971)"
40T012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,,SAN JUAN,PR,935,San Juan,(787) 763-4149,2,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2,,"(40.79373015200048, -77.86070029399963)"
15T042,GOOD SAMARITAN HOSPITAL,520 SOUTH SEVENTH,,VINCENNES,IN,47591,Knox,(812) 885-3601,5,"Hip or knee replacement, amputation or other bone or joint condition",23,,"520 SOUTH SEVENTH VINCENNES, IN 47591 (38.67292, -87.534213)","(39.766910452000445, -86.14996019399968)"
24T019,SMDC MEDICAL CENTER DBA ESSENTIA HEALTH-DULUTH,502 EAST SECOND STREET,,DULUTH,MN,55805,St. Louis,(218) 786-5980,5,Spinal cord injury (traumatic),less than 11,1,"502 EAST SECOND STREET DULUTH, MN 55805 (46.793074, -92.094155)","(46.35564873600049, -94.79420050299967)"
423031,"SPARTANBURG REHABILITATION INSTITUTE, INC",160 HAROLD FLEMING COURT,,SPARTANBURG,SC,29303,Spartanburg,(864) 641-6510,4,"Hip or knee replacement, amputation or other bone or joint condition",189,,"160 HAROLD FLEMING COURT SPARTANBURG, SC 29303 (34.990181, -81.942051)","(33.998821303000454, -81.04537120699968)"
20T024,CENTRAL MAINE REHABILITATION CENTER,300 MAIN STREET,,LEWISTON,ME,4240,Androscoggin,(207) 795-2587,1,Stroke,54,,"300 MAIN STREET LEWISTON, ME 04240 (44.100976, -70.214557)","(45.254228894000505, -68.98503133599962)"
103028,ENCOMPASS HEALTH REHAB HOSPITAL OF SUNRISE,4399 NOB HILL RD,,SUNRISE,FL,33351,Broward,(954) 749-0300,4,Brain disease or condition (non-traumatic),147,,"4399 NOB HILL RD SUNRISE, FL 33351 (26.179061, -80.284004)","(28.932040377000476, -81.92896053899966)"
673060,TEXAS REHABILITATION HOSPITAL OF ARLINGTON,900 W ARBROOK BLVD,,ARLINGTON,TX,76015,Tarrant,(682) 308-9867,6,Spinal cord injury (traumatic),less than 11,1,"900 W ARBROOK BLVD ARLINGTON, TX 76015 (32.68251, -97.120283)","(31.827240407000488, -99.42677020599967)"
33028,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSO,2650 NORTH WYATT DRIVE,,TUCSON,AZ,85712,Pima,(520) 325-1300,9,Spinal cord disease or condition (non-traumatic),58,,"2650 NORTH WYATT DRIVE TUCSON, AZ 85712 (32.255173, -110.883297)","(34.865970280000454, -111.76381127699972)"
06T010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,,FORT COLLINS,CO,80524,Larimer,(970) 495-8427,8,Brain injury (traumatic),12,,"1024 S LEMAY AVE FORT COLLINS, CO 80524 (40.573724, -105.05786)","(38.843840757000464, -106.13361092099967)"
04T036,BAPTIST HEALTH REHAB INSTITUTE - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,,NORTH LITTLE ROCK,AR,72117,Pulaski,(501) 202-7257,6,Hip or femur fracture,56,,"3333 SPRINGHILL DRIVE NORTH LITTLE ROCK, AR 72117 (34.784075, -92.218633)","(34.74865012400045, -92.27449074299966)"
23T038,SPECTRUM HEALTH CENTER FOR ACUTE REHABILITATION,1840 WEALTHY ST SE,,GRAND RAPIDS,MI,49506,Kent,(616) 486-3080,5,Hip or femur fracture,32,,"1840 WEALTHY ST SE GRAND RAPIDS, MI 49506 (42.955073, -85.623722)","(44.6613195430005, -84.71439026999968)"
33T202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE C-1117B,,BROOKLYN,NY,11203,Kings,(718) 245-7313,2,"Hip or knee replacement, amputation or other bone or joint condition",less than 11,1,"451 CLARKSON AVENUE C-1117B BROOKLYN, NY 11203 (40.655773, -73.944039)","(42.82700103200045, -75.54397042699964)"
33T014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVE AND VAN WYCK,,JAMAICA,NY,11418,Queens,(718) 206-6000,2,Spinal cord disease or condition (non-traumatic),less than 11,1,"89TH AVE AND VAN WYCK JAMAICA, NY 11418 (40.701412, -73.816302)","(42.82700103200045, -75.54397042699964)"
193028,BATON ROUGE REHAB HOSPITAL,8595 UNITED PLAZA BLVD,,BATON ROUGE,LA,70809,East Baton Rouge,(225) 927-0567,6,Hip or femur fracture,130,,"8595 UNITED PLAZA BLVD BATON ROUGE, LA 70809 (30.410547, -91.095932)","(31.31266064400046, -92.44568007099969)"
36T041,UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,7007 POWERS BLVD.,,PARMA,OH,44129,Cuyahoga,(440) 743-4302,5,Stroke,88,,"7007 POWERS BLVD. PARMA, OH 44129 (41.382762, -81.731476)","(40.06021014100048, -82.40426005599966)"
53039,"CALIFORNIA REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK EAST,,LOS ANGELES,CA,90067,Los Angeles,(424) 363-1000,9,Brain injury (traumatic),102,,"2070 CENTURY PARK EAST LOS ANGELES, CA 90067 (34.058799, -118.412306)","(37.63864012300047, -120.99999953799971)"
36T054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,,GALLIPOLIS,OH,45631,Gallia,(740) 446-5902,5,Nervous system disorder (excluding stroke),30,,"100 JACKSON PIKE GALLIPOLIS, OH 45631 (38.84441, -82.236802)","(40.06021014100048, -82.40426005599966)"
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Stroke,191,,"2131 SOUTH 17TH STREET WILMINGTON, NC 28402 (34.206183, -77.924182)","(35.466220975000454, -79.15925046299964)"
193044,"NORTH OAKS REHABILITATION HOSPITAL, L L C",1900 S MORRISON BLVD,,HAMMOND,LA,70403,Tangipahoa,(985) 542-7777,6,Brain disease or condition (non-traumatic),31,,"1900 S MORRISON BLVD HAMMOND, LA 70403 (30.482873, -90.482692)","(31.31266064400046, -92.44568007099969)"
673059,"LAREDO REHABILITATION HOSPITAL, LLC",2005 A BUSTAMANTE STREET,,LAREDO,TX,78041,Webb,(956) 764-8555,6,Spinal cord disease or condition (non-traumatic),11,,"2005 A BUSTAMANTE STREET LAREDO, TX 78041 (27.53417, -99.473037)","(31.827240407000488, -99.42677020599967)"
50T014,PROVIDENCE EVERETT MEDICAL CENTER,916 PACIFIC AVENUE,,EVERETT,WA,98206,Snohomish,(502) 596-6346,10,Brain injury (traumatic),13,,"916 PACIFIC AVENUE EVERETT, WA 98206 (47.976453, -122.217171)","(47.52227862900048, -120.47001078999972)"
14T224,AMITA HEALTH SAINT JOSEPH HOSPITAL CHICAGO,2900 N LAKE SHORE DRIVE,,CHICAGO,IL,60657,Cook,(773) 665-3910,5,Hip or femur fracture,less than 11,1,"2900 N LAKE SHORE DRIVE CHICAGO, IL 60657 (41.933928, -87.636418)","(40.48501028300046, -88.99771017799969)"
393055,ST MARY REHABILITATION HOSPITAL,1208 LANGHORNE-NEWTOWN ROAD,,LANGHORNE,PA,19047,Bucks,(267) 688-0711,3,Nervous system disorder (excluding stroke),129,,"1208 LANGHORNE-NEWTOWN ROAD LANGHORNE, PA 19047 (40.202689, -74.929657)","(40.79373015200048, -77.86070029399963)"
673068,SUGARLAND REHAB HOSPITAL,7622 BRANFORD PL,,SUGAR LAND,TX,77479,Fort Bend,(281) 766-9002,6,Stroke,Not Available,2,"7622 BRANFORD PL SUGAR LAND, TX 77479 (29.587549, -95.642065)","(31.827240407000488, -99.42677020599967)"
45T072,BRAZOSPORT MEMORIAL HOSPITAL,100 MEDICAL DRIVE,,LAKE JACKSON,TX,77566,Brazoria,(979) 285-1869,6,Spinal cord disease or condition (non-traumatic),less than 11,1,"100 MEDICAL DRIVE LAKE JACKSON, TX 77566 (29.030091, -95.451388)","(31.827240407000488, -99.42677020599967)"
493029,"UNIVERSITY OF VIRGINIA - HEALTHSOUTH, LLC",515 RAY C HUNT DRIVE,,CHARLOTTESVILLE,VA,22903,Charlottesville City,(434) 244-2000,3,Brain injury (traumatic),28,,"515 RAY C HUNT DRIVE CHARLOTTESVILLE, VA 22903 (38.024192, -78.525468)","(37.54268067400045, -78.45789046299967)"
31T029,LOURDES REGIONAL REHABILITATION CENTER,1600 HADDON AVENUE,,CAMDEN,NJ,8103,Camden,(856) 757-3699,2,Spinal cord disease or condition (non-traumatic),16,,"1600 HADDON AVENUE CAMDEN, NJ 08103 (39.927033, -75.095704)","(40.13057004800049, -74.27369128799967)"
673055,ACCEL REHABILITATION HOSPITAL OF PLANO,2301 MARSH LANE SUITE 200,,PLANO,TX,75093,Collin,(972) 899-5510,6,Nervous system disorder (excluding stroke),119,,"2301 MARSH LANE SUITE 200 PLANO, TX 75093 (33.030828, -96.852342)","(31.827240407000488, -99.42677020599967)"
23T029,ST JOSEPH MERCY - OAKLAND,44405 WOODWARD AVE.,,PONTIAC,MI,48341,Oakland,(248) 858-6311,5,Hip or femur fracture,12,,"44405 WOODWARD AVE. PONTIAC, MI 48341 (42.614943, -83.2751)","(44.6613195430005, -84.71439026999968)"
18T009,KING'S DAUGHTER MEDICAL CENTER,KINGS DAUGHTERS MEDICAL CENTER,2201 LEXINGTON AVE,ASHLAND,KY,41101,Boyd,(606) 408-5288,4,Spinal cord injury (traumatic),Not Available,2,,"(37.645970271000465, -84.77497104799966)"
45T032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,700 EAST MARSHALL AVENUE,,LONGVIEW,TX,75601,Harrison,(903) 315-3299,6,Brain disease or condition (non-traumatic),11,,"700 EAST MARSHALL AVENUE LONGVIEW, TX 75601 (32.501448, -94.731471)","(31.827240407000488, -99.42677020599967)"
423033,TIDELANDS HEALTH REHABILITATION HOSPITAL,"4070 HIGHWAY 17 BYPASS SOUTH, 4TH FLOOR",,MURRELLS INLET,SC,29576,Georgetown,(843) 652-1350,4,Hip or femur fracture,29,,,"(33.998821303000454, -81.04537120699968)"
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Spinal cord disease or condition (non-traumatic),20,,"10628 PARK ROAD CHARLOTTE, NC 28210 (35.09135, -80.869529)","(35.466220975000454, -79.15925046299964)"
05T128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,,OCEANSIDE,CA,92056,San Diego,(760) 940-7868,9,Nervous system disorder (excluding stroke),less than 11,1,"4002 VISTA WAY OCEANSIDE, CA 92056 (33.183783, -117.290918)","(37.63864012300047, -120.99999953799971)"
53041,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,70077 RAMON RD,,RANCHO MIRAGE,CA,92270,Riverside,(760) 620-5636,9,Brain disease or condition (non-traumatic),less than 11,1,"70077 RAMON RD RANCHO MIRAGE, CA 92270 (33.815918, -116.43967)","(37.63864012300047, -120.99999953799971)"
443027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KINGSP,113 CASSEL DRIVE,,KINGSPORT,TN,37660,Sullivan,(423) 246-7240,4,Spinal cord injury (traumatic),less than 11,1,"113 CASSEL DRIVE KINGSPORT, TN 37660 (36.55383, -82.55133)","(35.68094058000048, -85.77449091399967)"
32T085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,,LAS CRUCES,NM,88011,Dona Ana,(505) 556-6975,6,Nervous system disorder (excluding stroke),Not Available,2,"4311 EAST LOHMAN AVENUE LAS CRUCES, NM 88011 (32.322639, -106.728297)","(34.52088095200048, -106.24058098499967)"
42T023,BON SECOUR ST. FRANCIS INPATIENT REHAB CENTER,1 ST. FRANCIS DRIVE,,GREENVILLE,SC,29601,Greenville,(864) 255-1954,4,"Hip or knee replacement, amputation or other bone or joint condition",15,,"1 ST. FRANCIS DRIVE GREENVILLE, SC 29601 (34.839529, -82.420926)","(33.998821303000454, -81.04537120699968)"
11T192,EASTSIDE MEDICAL CENTER,2160 FOUNTAIN DRIVE,,SNELLVILLE,GA,30078,Gwinnett,(770) 985-3885,4,"Hip or knee replacement, amputation or other bone or joint condition",41,,"2160 FOUNTAIN DRIVE SNELLVILLE, GA 30078 (33.857451, -84.029538)","(32.83968109300048, -83.62758034599966)"
493028,HEALTHSOUTH REHABILITATION HOSPITAL OF VIRGINIA,5700 FITZHUGH AVENUE,,RICHMOND,VA,23226,Henrico,(804) 288-5700,3,Spinal cord injury (traumatic),less than 11,1,"5700 FITZHUGH AVENUE RICHMOND, VA 23226 (37.586711, -77.506526)","(37.54268067400045, -78.45789046299967)"
05T262,UCLA MED CTR,760 WESTWOOD PLAZA,,LOS ANGELES,CA,90095,Los Angeles,(310) 825-5708,9,Spinal cord disease or condition (non-traumatic),Not Available,2,"760 WESTWOOD PLAZA LOS ANGELES, CA 90095 (34.065806, -118.445237)","(37.63864012300047, -120.99999953799971)"
